biovolume_um3,mean_thickness_um,roughness_Ra,coverage,file,series,fov,condition,day,species,threshold
87870.79248145228,0.7504782363765707,0.45200364002463794,0.3632955551147461,241203_HOBIC24_5Spezies_FISH_Tag1.lif,4,HOBIC24 1 3,DH,1,P.gingivalis,0.5365229845046997
1862.4851051304959,1.5662014990953732,0.4581722054483817,0.0036897659301757812,241203_HOBIC24_5Spezies_FISH_Tag1.lif,5,HOBIC24 2 2,DH,1,S.oralis,2.697544813156128
75595.49022151527,0.6379369365724096,0.3348371143167202,0.36768150329589844,241203_HOBIC24_5Spezies_FISH_Tag1.lif,5,HOBIC24 2 2,DH,1,A.naeslundii,0.7956043481826782
20656.639004912064,1.6018018423624185,0.4816947866847823,0.04001331329345703,241203_HOBIC24_5Spezies_FISH_Tag1.lif,5,HOBIC24 2 2,DH,1,Vd/Vp,1.1442123651504517
89737.27565566578,0.7628747186534035,0.4369055461879201,0.36498355865478516,241203_HOBIC24_5Spezies_FISH_Tag1.lif,5,HOBIC24 2 2,DH,1,F.nucleatum,0.497140109539032
66750.2236910235,0.7327724137232936,0.452972465521928,0.2826423645019531,241203_HOBIC24_5Spezies_FISH_Tag1.lif,5,HOBIC24 2 2,DH,1,P.gingivalis,0.4181663990020752
129290.32686575175,1.0308855812825024,0.4676230490827422,0.3891429901123047,241203_HOBIC24_5Spezies_FISH_Tag1.lif,6,HOBIC24 3 2,DH,1,S.oralis,0.5230600237846375
87087.01716929491,0.6804173711637289,0.3788130464805408,0.3971290588378906,241203_HOBIC24_5Spezies_FISH_Tag1.lif,6,HOBIC24 3 2,DH,1,A.naeslundii,0.7653951644897461
35559.287739936575,2.1755368491321763,0.5457005170948619,0.05071544647216797,241203_HOBIC24_5Spezies_FISH_Tag1.lif,6,HOBIC24 3 2,DH,1,Vd/Vp,0.7627682089805603
118912.87724514105,0.8965727623077707,0.47971185136440475,0.4115257263183594,241203_HOBIC24_5Spezies_FISH_Tag1.lif,6,HOBIC24 3 2,DH,1,F.nucleatum,0.440185546875
93645.2344124183,0.845875372788326,0.5230009008794949,0.3435049057006836,241203_HOBIC24_5Spezies_FISH_Tag1.lif,6,HOBIC24 3 2,DH,1,P.gingivalis,0.44846099615097046
